Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2023,24,les Tres Torres,..,70
2023,24,les Tres Torres,..,72
2023,24,les Tres Torres,..,73
2023,25,Sant Gervasi - la Bonanova,15,1
2023,25,Sant Gervasi - la Bonanova,12,2
2023,25,Sant Gervasi - la Bonanova,5,3
2023,25,Sant Gervasi - la Bonanova,6,4
2023,25,Sant Gervasi - la Bonanova,12,5
2023,25,Sant Gervasi - la Bonanova,32,6
2023,25,Sant Gervasi - la Bonanova,42,7
2023,25,Sant Gervasi - la Bonanova,25,8
2023,25,Sant Gervasi - la Bonanova,39,9
2023,25,Sant Gervasi - la Bonanova,7,10
2023,25,Sant Gervasi - la Bonanova,6,11
2023,25,Sant Gervasi - la Bonanova,13,13
2023,25,Sant Gervasi - la Bonanova,8,14
2023,25,Sant Gervasi - la Bonanova,..,15
2023,25,Sant Gervasi - la Bonanova,5,16
2023,25,Sant Gervasi - la Bonanova,..,17
2023,25,Sant Gervasi - la Bonanova,19,18
2023,25,Sant Gervasi - la Bonanova,45,19
2023,25,Sant Gervasi - la Bonanova,12,20
2023,25,Sant Gervasi - la Bonanova,23,21
2023,25,Sant Gervasi - la Bonanova,5,22
2023,25,Sant Gervasi - la Bonanova,99,23
2023,25,Sant Gervasi - la Bonanova,75,24
2023,25,Sant Gervasi - la Bonanova,380,25
2023,25,Sant Gervasi - la Bonanova,172,26
2023,25,Sant Gervasi - la Bonanova,130,27
2023,25,Sant Gervasi - la Bonanova,47,28
2023,25,Sant Gervasi - la Bonanova,..,29
2023,25,Sant Gervasi - la Bonanova,16,30
2023,25,Sant Gervasi - la Bonanova,53,31
2023,25,Sant Gervasi - la Bonanova,23,32
2023,25,Sant Gervasi - la Bonanova,15,33
2023,25,Sant Gervasi - la Bonanova,..,34
2023,25,Sant Gervasi - la Bonanova,7,35
2023,25,Sant Gervasi - la Bonanova,..,36
2023,25,Sant Gervasi - la Bonanova,7,37
2023,25,Sant Gervasi - la Bonanova,14,38
2023,25,Sant Gervasi - la Bonanova,13,39
2023,25,Sant Gervasi - la Bonanova,..,40
2023,25,Sant Gervasi - la Bonanova,..,41
2023,25,Sant Gervasi - la Bonanova,..,42
2023,25,Sant Gervasi - la Bonanova,9,43
2023,25,Sant Gervasi - la Bonanova,12,44
2023,25,Sant Gervasi - la Bonanova,..,45
2023,25,Sant Gervasi - la Bonanova,7,46
2023,25,Sant Gervasi - la Bonanova,5,48
2023,25,Sant Gervasi - la Bonanova,..,49
2023,25,Sant Gervasi - la Bonanova,..,50
2023,25,Sant Gervasi - la Bonanova,..,51
2023,25,Sant Gervasi - la Bonanova,5,52
2023,25,Sant Gervasi - la Bonanova,..,54
2023,25,Sant Gervasi - la Bonanova,..,55
2023,25,Sant Gervasi - la Bonanova,..,56
2023,25,Sant Gervasi - la Bonanova,..,59
2023,25,Sant Gervasi - la Bonanova,5,60
2023,25,Sant Gervasi - la Bonanova,6,61
2023,25,Sant Gervasi - la Bonanova,..,62
2023,25,Sant Gervasi - la Bonanova,5,63
2023,25,Sant Gervasi - la Bonanova,15,64
2023,25,Sant Gervasi - la Bonanova,..,65
2023,25,Sant Gervasi - la Bonanova,..,66
2023,25,Sant Gervasi - la Bonanova,..,67
2023,25,Sant Gervasi - la Bonanova,13,68
2023,25,Sant Gervasi - la Bonanova,..,69
2023,25,Sant Gervasi - la Bonanova,9,70
2023,25,Sant Gervasi - la Bonanova,7,71
2023,25,Sant Gervasi - la Bonanova,..,72
2023,25,Sant Gervasi - la Bonanova,..,73
2023,26,Sant Gervasi - Galvany,22,1
2023,26,Sant Gervasi - Galvany,10,2
2023,26,Sant Gervasi - Galvany,9,3
2023,26,Sant Gervasi - Galvany,22,4
2023,26,Sant Gervasi - Galvany,35,5
2023,26,Sant Gervasi - Galvany,59,6
2023,26,Sant Gervasi - Galvany,65,7
2023,26,Sant Gervasi - Galvany,113,8
2023,26,Sant Gervasi - Galvany,60,9
2023,26,Sant Gervasi - Galvany,34,10
2023,26,Sant Gervasi - Galvany,23,11
2023,26,Sant Gervasi - Galvany,7,13
2023,26,Sant Gervasi - Galvany,..,14
2023,26,Sant Gervasi - Galvany,9,15
2023,26,Sant Gervasi - Galvany,7,16
2023,26,Sant Gervasi - Galvany,8,17
2023,26,Sant Gervasi - Galvany,20,18
2023,26,Sant Gervasi - Galvany,89,19
2023,26,Sant Gervasi - Galvany,39,20
2023,26,Sant Gervasi - Galvany,51,21
2023,26,Sant Gervasi - Galvany,21,22
2023,26,Sant Gervasi - Galvany,102,23
2023,26,Sant Gervasi - Galvany,138,24
2023,26,Sant Gervasi - Galvany,195,25
2023,26,Sant Gervasi - Galvany,732,26
2023,26,Sant Gervasi - Galvany,140,27
2023,26,Sant Gervasi - Galvany,52,28
2023,26,Sant Gervasi - Galvany,8,29
2023,26,Sant Gervasi - Galvany,29,30
2023,26,Sant Gervasi - Galvany,144,31
2023,26,Sant Gervasi - Galvany,44,32
2023,26,Sant Gervasi - Galvany,30,33
2023,26,Sant Gervasi - Galvany,8,34
2023,26,Sant Gervasi - Galvany,27,35
2023,26,Sant Gervasi - Galvany,9,36
2023,26,Sant Gervasi - Galvany,18,37
2023,26,Sant Gervasi - Galvany,10,38
2023,26,Sant Gervasi - Galvany,..,39
2023,26,Sant Gervasi - Galvany,..,40
2023,26,Sant Gervasi - Galvany,..,41
2023,26,Sant Gervasi - Galvany,17,43
2023,26,Sant Gervasi - Galvany,..,44
2023,26,Sant Gervasi - Galvany,12,45
2023,26,Sant Gervasi - Galvany,6,46
2023,26,Sant Gervasi - Galvany,..,49
2023,26,Sant Gervasi - Galvany,6,50
2023,26,Sant Gervasi - Galvany,5,51
2023,26,Sant Gervasi - Galvany,..,52
2023,26,Sant Gervasi - Galvany,..,54
2023,26,Sant Gervasi - Galvany,..,55
2023,26,Sant Gervasi - Galvany,..,57
2023,26,Sant Gervasi - Galvany,..,59
2023,26,Sant Gervasi - Galvany,10,60
2023,26,Sant Gervasi - Galvany,8,61
2023,26,Sant Gervasi - Galvany,6,62
2023,26,Sant Gervasi - Galvany,12,63
2023,26,Sant Gervasi - Galvany,27,64
2023,26,Sant Gervasi - Galvany,11,65
2023,26,Sant Gervasi - Galvany,14,66
2023,26,Sant Gervasi - Galvany,6,67
2023,26,Sant Gervasi - Galvany,21,68
2023,26,Sant Gervasi - Galvany,10,69
2023,26,Sant Gervasi - Galvany,11,70
2023,26,Sant Gervasi - Galvany,7,71
2023,26,Sant Gervasi - Galvany,5,72
2023,26,Sant Gervasi - Galvany,6,73
2023,27,el Putxet i el Farró,23,1
2023,27,el Putxet i el Farró,15,2
2023,27,el Putxet i el Farró,9,3
2023,27,el Putxet i el Farró,13,4
2023,27,el Putxet i el Farró,17,5
2023,27,el Putxet i el Farró,22,6
2023,27,el Putxet i el Farró,34,7
2023,27,el Putxet i el Farró,48,8
2023,27,el Putxet i el Farró,32,9
2023,27,el Putxet i el Farró,24,10
2023,27,el Putxet i el Farró,15,11
2023,27,el Putxet i el Farró,..,12
2023,27,el Putxet i el Farró,7,13
2023,27,el Putxet i el Farró,..,14
2023,27,el Putxet i el Farró,8,15
2023,27,el Putxet i el Farró,11,16
2023,27,el Putxet i el Farró,9,17
2023,27,el Putxet i el Farró,13,18
2023,27,el Putxet i el Farró,40,19
2023,27,el Putxet i el Farró,16,20
2023,27,el Putxet i el Farró,15,21
2023,27,el Putxet i el Farró,10,22
2023,27,el Putxet i el Farró,37,23
2023,27,el Putxet i el Farró,31,24
2023,27,el Putxet i el Farró,144,25
2023,27,el Putxet i el Farró,118,26
2023,27,el Putxet i el Farró,373,27
2023,27,el Putxet i el Farró,106,28
2023,27,el Putxet i el Farró,31,29
2023,27,el Putxet i el Farró,33,30
2023,27,el Putxet i el Farró,86,31
2023,27,el Putxet i el Farró,40,32
2023,27,el Putxet i el Farró,28,33
2023,27,el Putxet i el Farró,6,34
2023,27,el Putxet i el Farró,33,35
2023,27,el Putxet i el Farró,13,36
2023,27,el Putxet i el Farró,17,37
2023,27,el Putxet i el Farró,16,38
2023,27,el Putxet i el Farró,16,39
2023,27,el Putxet i el Farró,6,40
2023,27,el Putxet i el Farró,12,41
2023,27,el Putxet i el Farró,23,43
2023,27,el Putxet i el Farró,11,44
2023,27,el Putxet i el Farró,6,45
2023,27,el Putxet i el Farró,..,46
2023,27,el Putxet i el Farró,..,49
2023,27,el Putxet i el Farró,14,50
2023,27,el Putxet i el Farró,7,51
2023,27,el Putxet i el Farró,..,52
2023,27,el Putxet i el Farró,..,53
2023,27,el Putxet i el Farró,..,57
2023,27,el Putxet i el Farró,..,59
2023,27,el Putxet i el Farró,7,60
2023,27,el Putxet i el Farró,5,61
2023,27,el Putxet i el Farró,8,62
2023,27,el Putxet i el Farró,..,63
2023,27,el Putxet i el Farró,32,64
2023,27,el Putxet i el Farró,14,65
2023,27,el Putxet i el Farró,10,66
2023,27,el Putxet i el Farró,..,67
2023,27,el Putxet i el Farró,15,68
2023,27,el Putxet i el Farró,8,69
2023,27,el Putxet i el Farró,..,70
2023,27,el Putxet i el Farró,..,71
2023,27,el Putxet i el Farró,5,72
2023,27,el Putxet i el Farró,7,73
2023,28,Vallcarca i els Penitents,9,1
2023,28,Vallcarca i els Penitents,6,2
2023,28,Vallcarca i els Penitents,5,3
2023,28,Vallcarca i els Penitents,13,4
2023,28,Vallcarca i els Penitents,12,5
2023,28,Vallcarca i els Penitents,20,6
2023,28,Vallcarca i els Penitents,13,7
2023,28,Vallcarca i els Penitents,21,8
2023,28,Vallcarca i els Penitents,10,9
2023,28,Vallcarca i els Penitents,9,10
2023,28,Vallcarca i els Penitents,11,11
2023,28,Vallcarca i els Penitents,..,13
2023,28,Vallcarca i els Penitents,..,14
2023,28,Vallcarca i els Penitents,..,15
2023,28,Vallcarca i els Penitents,13,16
2023,28,Vallcarca i els Penitents,5,17
2023,28,Vallcarca i els Penitents,7,18
2023,28,Vallcarca i els Penitents,15,19
2023,28,Vallcarca i els Penitents,13,20
2023,28,Vallcarca i els Penitents,..,21
2023,28,Vallcarca i els Penitents,..,22
2023,28,Vallcarca i els Penitents,11,23
2023,28,Vallcarca i els Penitents,..,24
2023,28,Vallcarca i els Penitents,9,25
2023,28,Vallcarca i els Penitents,22,26
2023,28,Vallcarca i els Penitents,79,27
2023,28,Vallcarca i els Penitents,147,28
2023,28,Vallcarca i els Penitents,17,29
2023,28,Vallcarca i els Penitents,25,30
2023,28,Vallcarca i els Penitents,74,31
2023,28,Vallcarca i els Penitents,25,32
2023,28,Vallcarca i els Penitents,11,33
2023,28,Vallcarca i els Penitents,6,34
2023,28,Vallcarca i els Penitents,28,35
2023,28,Vallcarca i els Penitents,6,36
2023,28,Vallcarca i els Penitents,10,37
2023,28,Vallcarca i els Penitents,37,38
2023,28,Vallcarca i els Penitents,16,39
2023,28,Vallcarca i els Penitents,11,40
2023,28,Vallcarca i els Penitents,6,41
2023,28,Vallcarca i els Penitents,..,42
2023,28,Vallcarca i els Penitents,23,43
2023,28,Vallcarca i els Penitents,9,44
2023,28,Vallcarca i els Penitents,16,45
2023,28,Vallcarca i els Penitents,9,46
2023,28,Vallcarca i els Penitents,5,48
2023,28,Vallcarca i els Penitents,..,49
2023,28,Vallcarca i els Penitents,13,50
2023,28,Vallcarca i els Penitents,15,51
2023,28,Vallcarca i els Penitents,12,52
2023,28,Vallcarca i els Penitents,..,55
2023,28,Vallcarca i els Penitents,..,57
2023,28,Vallcarca i els Penitents,..,58
2023,28,Vallcarca i els Penitents,..,59
2023,28,Vallcarca i els Penitents,7,60
2023,28,Vallcarca i els Penitents,..,61
2023,28,Vallcarca i els Penitents,5,62
2023,28,Vallcarca i els Penitents,..,63
2023,28,Vallcarca i els Penitents,12,64
2023,28,Vallcarca i els Penitents,7,65
2023,28,Vallcarca i els Penitents,6,66
2023,28,Vallcarca i els Penitents,..,68
2023,28,Vallcarca i els Penitents,..,69
2023,28,Vallcarca i els Penitents,..,70
2023,28,Vallcarca i els Penitents,..,72
2023,28,Vallcarca i els Penitents,..,73
2023,29,el Coll,23,1
2023,29,el Coll,8,2
2023,29,el Coll,..,3
2023,29,el Coll,..,4
2023,29,el Coll,6,5
2023,29,el Coll,7,6
2023,29,el Coll,6,7
2023,29,el Coll,..,8
2023,29,el Coll,9,9
2023,29,el Coll,10,10
2023,29,el Coll,6,11
2023,29,el Coll,..,13
2023,29,el Coll,..,15
2023,29,el Coll,..,17
2023,29,el Coll,..,18
2023,29,el Coll,..,19
2023,29,el Coll,..,20
2023,29,el Coll,..,21
2023,29,el Coll,..,22
2023,29,el Coll,..,23
2023,29,el Coll,..,24
2023,29,el Coll,..,25
2023,29,el Coll,..,26
2023,29,el Coll,15,27
2023,29,el Coll,12,28
2023,29,el Coll,73,29
2023,29,el Coll,..,30
2023,29,el Coll,20,31
2023,29,el Coll,8,32
2023,29,el Coll,..,33
2023,29,el Coll,..,34
2023,29,el Coll,5,35
2023,29,el Coll,..,36
2023,29,el Coll,46,37
2023,29,el Coll,31,38
2023,29,el Coll,6,39
2023,29,el Coll,..,40
2023,29,el Coll,..,41
2023,29,el Coll,9,43
2023,29,el Coll,..,44
2023,29,el Coll,10,45
2023,29,el Coll,..,46
2023,29,el Coll,17,48
2023,29,el Coll,..,51
2023,29,el Coll,..,52
2023,29,el Coll,..,54
2023,29,el Coll,..,55
2023,29,el Coll,..,56
2023,29,el Coll,..,59
2023,29,el Coll,..,60
2023,29,el Coll,5,61
2023,29,el Coll,..,62
2023,29,el Coll,..,63
2023,29,el Coll,5,64
2023,29,el Coll,..,65
2023,29,el Coll,..,66
2023,29,el Coll,..,67
2023,29,el Coll,..,68
2023,29,el Coll,..,69
2023,29,el Coll,..,70
2023,29,el Coll,5,72
2023,29,el Coll,..,73
2023,30,la Salut,23,1
2023,30,la Salut,12,2
2023,30,la Salut,..,3
2023,30,la Salut,15,4
2023,30,la Salut,..,5
2023,30,la Salut,16,6
2023,30,la Salut,21,7
2023,30,la Salut,7,8
2023,30,la Salut,19,9
2023,30,la Salut,5,10
2023,30,la Salut,6,11
2023,30,la Salut,8,13
2023,30,la Salut,7,14
2023,30,la Salut,5,15
2023,30,la Salut,..,16
2023,30,la Salut,..,17
2023,30,la Salut,10,18
2023,30,la Salut,7,19
2023,30,la Salut,6,20
2023,30,la Salut,..,22
2023,30,la Salut,..,23
2023,30,la Salut,9,25
2023,30,la Salut,11,26
2023,30,la Salut,34,27
2023,30,la Salut,38,28
2023,30,la Salut,20,29
2023,30,la Salut,98,30
2023,30,la Salut,74,31
2023,30,la Salut,51,32
2023,30,la Salut,33,33
2023,30,la Salut,41,34
2023,30,la Salut,11,35
2023,30,la Salut,17,36
2023,30,la Salut,12,37
2023,30,la Salut,7,38
2023,30,la Salut,7,39
2023,30,la Salut,..,40
2023,30,la Salut,..,42
2023,30,la Salut,20,43
2023,30,la Salut,..,44
2023,30,la Salut,..,45
2023,30,la Salut,..,46
2023,30,la Salut,..,51
2023,30,la Salut,..,52
2023,30,la Salut,..,53
2023,30,la Salut,5,54
2023,30,la Salut,..,55
2023,30,la Salut,..,59
2023,30,la Salut,7,60
2023,30,la Salut,10,61
2023,30,la Salut,10,62
2023,30,la Salut,..,63
2023,30,la Salut,6,64
2023,30,la Salut,..,65
2023,30,la Salut,..,66
2023,30,la Salut,10,68
2023,30,la Salut,6,70
2023,30,la Salut,5,71
2023,30,la Salut,..,72
2023,30,la Salut,..,73
2023,31,la Vila de Gràcia,68,1
2023,31,la Vila de Gràcia,25,2
2023,31,la Vila de Gràcia,33,3
2023,31,la Vila de Gràcia,57,4
2023,31,la Vila de Gràcia,57,5
2023,31,la Vila de Gràcia,88,6
2023,31,la Vila de Gràcia,141,7
2023,31,la Vila de Gràcia,79,8
2023,31,la Vila de Gràcia,88,9
2023,31,la Vila de Gràcia,63,10
2023,31,la Vila de Gràcia,54,11
2023,31,la Vila de Gràcia,..,12
2023,31,la Vila de Gràcia,33,13
2023,31,la Vila de Gràcia,13,14
2023,31,la Vila de Gràcia,27,15
2023,31,la Vila de Gràcia,16,16
2023,31,la Vila de Gràcia,29,17
2023,31,la Vila de Gràcia,68,18
2023,31,la Vila de Gràcia,26,19
2023,31,la Vila de Gràcia,12,20
2023,31,la Vila de Gràcia,6,21
2023,31,la Vila de Gràcia,14,22
2023,31,la Vila de Gràcia,30,23
2023,31,la Vila de Gràcia,29,24
2023,31,la Vila de Gràcia,35,25
2023,31,la Vila de Gràcia,171,26
2023,31,la Vila de Gràcia,119,27
2023,31,la Vila de Gràcia,109,28
2023,31,la Vila de Gràcia,24,29
2023,31,la Vila de Gràcia,83,30
2023,31,la Vila de Gràcia,853,31
2023,31,la Vila de Gràcia,257,32
2023,31,la Vila de Gràcia,117,33
2023,31,la Vila de Gràcia,61,34
2023,31,la Vila de Gràcia,88,35
2023,31,la Vila de Gràcia,24,36
2023,31,la Vila de Gràcia,45,37
2023,31,la Vila de Gràcia,17,38
2023,31,la Vila de Gràcia,13,39
2023,31,la Vila de Gràcia,8,40
2023,31,la Vila de Gràcia,19,41
2023,31,la Vila de Gràcia,..,42
2023,31,la Vila de Gràcia,23,43
2023,31,la Vila de Gràcia,24,44
2023,31,la Vila de Gràcia,29,45
2023,31,la Vila de Gràcia,7,46
2023,31,la Vila de Gràcia,..,47
2023,31,la Vila de Gràcia,11,48
2023,31,la Vila de Gràcia,..,49
2023,31,la Vila de Gràcia,17,50
2023,31,la Vila de Gràcia,18,51
2023,31,la Vila de Gràcia,6,52
2023,31,la Vila de Gràcia,6,53
2023,31,la Vila de Gràcia,..,54
2023,31,la Vila de Gràcia,..,55
2023,31,la Vila de Gràcia,5,57
2023,31,la Vila de Gràcia,..,58
2023,31,la Vila de Gràcia,..,59
2023,31,la Vila de Gràcia,33,60
2023,31,la Vila de Gràcia,31,61
2023,31,la Vila de Gràcia,30,62
2023,31,la Vila de Gràcia,32,63
2023,31,la Vila de Gràcia,60,64
2023,31,la Vila de Gràcia,35,65
2023,31,la Vila de Gràcia,29,66
2023,31,la Vila de Gràcia,7,67
2023,31,la Vila de Gràcia,58,68
2023,31,la Vila de Gràcia,6,69
2023,31,la Vila de Gràcia,14,70
2023,31,la Vila de Gràcia,13,71
2023,31,la Vila de Gràcia,..,72
2023,31,la Vila de Gràcia,9,73
2023,32,el Camp d'en Grassot i Gràcia Nova,27,1
2023,32,el Camp d'en Grassot i Gràcia Nova,28,2
2023,32,el Camp d'en Grassot i Gràcia Nova,10,3
2023,32,el Camp d'en Grassot i Gràcia Nova,27,4
2023,32,el Camp d'en Grassot i Gràcia Nova,36,5
2023,32,el Camp d'en Grassot i Gràcia Nova,138,6
2023,32,el Camp d'en Grassot i Gràcia Nova,94,7
2023,32,el Camp d'en Grassot i Gràcia Nova,48,8
2023,32,el Camp d'en Grassot i Gràcia Nova,60,9
2023,32,el Camp d'en Grassot i Gràcia Nova,25,10
2023,32,el Camp d'en Grassot i Gràcia Nova,46,11
2023,32,el Camp d'en Grassot i Gràcia Nova,14,13
2023,32,el Camp d'en Grassot i Gràcia Nova,6,14
2023,32,el Camp d'en Grassot i Gràcia Nova,9,15
2023,32,el Camp d'en Grassot i Gràcia Nova,23,16
2023,32,el Camp d'en Grassot i Gràcia Nova,13,17
2023,32,el Camp d'en Grassot i Gràcia Nova,34,18
2023,32,el Camp d'en Grassot i Gràcia Nova,16,19
2023,32,el Camp d'en Grassot i Gràcia Nova,8,20
2023,32,el Camp d'en Grassot i Gràcia Nova,9,21
2023,32,el Camp d'en Grassot i Gràcia Nova,..,22
2023,32,el Camp d'en Grassot i Gràcia Nova,15,23
2023,32,el Camp d'en Grassot i Gràcia Nova,29,25
2023,32,el Camp d'en Grassot i Gràcia Nova,23,26
2023,32,el Camp d'en Grassot i Gràcia Nova,40,27
2023,32,el Camp d'en Grassot i Gràcia Nova,25,28
2023,32,el Camp d'en Grassot i Gràcia Nova,11,29
2023,32,el Camp d'en Grassot i Gràcia Nova,70,30
2023,32,el Camp d'en Grassot i Gràcia Nova,194,31
2023,32,el Camp d'en Grassot i Gràcia Nova,343,32
2023,32,el Camp d'en Grassot i Gràcia Nova,132,33
2023,32,el Camp d'en Grassot i Gràcia Nova,21,34
2023,32,el Camp d'en Grassot i Gràcia Nova,72,35
2023,32,el Camp d'en Grassot i Gràcia Nova,6,36
2023,32,el Camp d'en Grassot i Gràcia Nova,49,37
2023,32,el Camp d'en Grassot i Gràcia Nova,11,38
2023,32,el Camp d'en Grassot i Gràcia Nova,10,39
2023,32,el Camp d'en Grassot i Gràcia Nova,9,40
2023,32,el Camp d'en Grassot i Gràcia Nova,..,41
2023,32,el Camp d'en Grassot i Gràcia Nova,7,42
2023,32,el Camp d'en Grassot i Gràcia Nova,31,43
2023,32,el Camp d'en Grassot i Gràcia Nova,18,44
2023,32,el Camp d'en Grassot i Gràcia Nova,24,45
2023,32,el Camp d'en Grassot i Gràcia Nova,8,46
2023,32,el Camp d'en Grassot i Gràcia Nova,21,48
2023,32,el Camp d'en Grassot i Gràcia Nova,16,50
2023,32,el Camp d'en Grassot i Gràcia Nova,17,51
2023,32,el Camp d'en Grassot i Gràcia Nova,..,52
2023,32,el Camp d'en Grassot i Gràcia Nova,5,53
2023,32,el Camp d'en Grassot i Gràcia Nova,..,54
2023,32,el Camp d'en Grassot i Gràcia Nova,6,55
2023,32,el Camp d'en Grassot i Gràcia Nova,..,57
2023,32,el Camp d'en Grassot i Gràcia Nova,6,59
2023,32,el Camp d'en Grassot i Gràcia Nova,31,60
2023,32,el Camp d'en Grassot i Gràcia Nova,22,61
2023,32,el Camp d'en Grassot i Gràcia Nova,11,62
2023,32,el Camp d'en Grassot i Gràcia Nova,19,63
2023,32,el Camp d'en Grassot i Gràcia Nova,66,64
2023,32,el Camp d'en Grassot i Gràcia Nova,23,65
2023,32,el Camp d'en Grassot i Gràcia Nova,11,66
2023,32,el Camp d'en Grassot i Gràcia Nova,20,68
2023,32,el Camp d'en Grassot i Gràcia Nova,10,69
2023,32,el Camp d'en Grassot i Gràcia Nova,21,70
2023,32,el Camp d'en Grassot i Gràcia Nova,7,71
2023,32,el Camp d'en Grassot i Gràcia Nova,19,72
2023,32,el Camp d'en Grassot i Gràcia Nova,25,73
2023,33,el Baix Guinardó,29,1
2023,33,el Baix Guinardó,11,2
2023,33,el Baix Guinardó,8,3
2023,33,el Baix Guinardó,9,4
2023,33,el Baix Guinardó,40,5
2023,33,el Baix Guinardó,75,6
2023,33,el Baix Guinardó,24,7
2023,33,el Baix Guinardó,21,8
2023,33,el Baix Guinardó,27,9
2023,33,el Baix Guinardó,7,10
2023,33,el Baix Guinardó,19,11
2023,33,el Baix Guinardó,12,13
2023,33,el Baix Guinardó,..,14
2023,33,el Baix Guinardó,7,15
2023,33,el Baix Guinardó,7,16
2023,33,el Baix Guinardó,19,17
2023,33,el Baix Guinardó,27,18
2023,33,el Baix Guinardó,20,19
2023,33,el Baix Guinardó,9,20
2023,33,el Baix Guinardó,5,21
2023,33,el Baix Guinardó,..,22
2023,33,el Baix Guinardó,15,23
2023,33,el Baix Guinardó,..,24
2023,33,el Baix Guinardó,15,25
2023,33,el Baix Guinardó,9,26
2023,33,el Baix Guinardó,17,27
2023,33,el Baix Guinardó,5,28
2023,33,el Baix Guinardó,8,29
2023,33,el Baix Guinardó,47,30
2023,33,el Baix Guinardó,65,31
2023,33,el Baix Guinardó,77,32
2023,33,el Baix Guinardó,294,33
2023,33,el Baix Guinardó,42,34
2023,33,el Baix Guinardó,96,35
2023,33,el Baix Guinardó,..,36
2023,33,el Baix Guinardó,49,37
2023,33,el Baix Guinardó,13,38
2023,33,el Baix Guinardó,15,39
2023,33,el Baix Guinardó,5,40
2023,33,el Baix Guinardó,..,41
2023,33,el Baix Guinardó,5,42
2023,33,el Baix Guinardó,50,43
2023,33,el Baix Guinardó,23,44
2023,33,el Baix Guinardó,27,45
2023,33,el Baix Guinardó,9,46
2023,33,el Baix Guinardó,..,48
2023,33,el Baix Guinardó,6,49
2023,33,el Baix Guinardó,8,50
2023,33,el Baix Guinardó,10,51
2023,33,el Baix Guinardó,24,52
2023,33,el Baix Guinardó,5,53
2023,33,el Baix Guinardó,5,56
2023,33,el Baix Guinardó,6,57
2023,33,el Baix Guinardó,8,59
2023,33,el Baix Guinardó,29,60
2023,33,el Baix Guinardó,16,61
2023,33,el Baix Guinardó,6,62
2023,33,el Baix Guinardó,14,63
2023,33,el Baix Guinardó,49,64
2023,33,el Baix Guinardó,18,65
2023,33,el Baix Guinardó,18,66
2023,33,el Baix Guinardó,..,67
2023,33,el Baix Guinardó,10,68
2023,33,el Baix Guinardó,14,69
2023,33,el Baix Guinardó,16,70
2023,33,el Baix Guinardó,5,71
2023,33,el Baix Guinardó,15,72
2023,33,el Baix Guinardó,10,73
2023,34,Can Baró,6,1
2023,34,Can Baró,5,2
2023,34,Can Baró,..,4
2023,34,Can Baró,9,5
2023,34,Can Baró,14,6
2023,34,Can Baró,10,7
2023,34,Can Baró,..,8
2023,34,Can Baró,12,9
2023,34,Can Baró,10,10
2023,34,Can Baró,5,11
2023,34,Can Baró,..,13
2023,34,Can Baró,..,14
2023,34,Can Baró,..,15
2023,34,Can Baró,9,17
2023,34,Can Baró,..,18
2023,34,Can Baró,..,19
2023,34,Can Baró,..,20
2023,34,Can Baró,..,23
2023,34,Can Baró,5,24
2023,34,Can Baró,..,25
2023,34,Can Baró,5,26
2023,34,Can Baró,7,27
2023,34,Can Baró,7,28
2023,34,Can Baró,6,29
2023,34,Can Baró,9,30
2023,34,Can Baró,18,31
2023,34,Can Baró,10,32
2023,34,Can Baró,61,33
2023,34,Can Baró,74,34
2023,34,Can Baró,48,35
2023,34,Can Baró,..,36
2023,34,Can Baró,33,37
2023,34,Can Baró,12,38
2023,34,Can Baró,..,39
2023,34,Can Baró,8,40
2023,34,Can Baró,25,43
2023,34,Can Baró,14,44
2023,34,Can Baró,5,45
2023,34,Can Baró,5,46
2023,34,Can Baró,..,47
2023,34,Can Baró,5,48
2023,34,Can Baró,..,50
2023,34,Can Baró,6,51
2023,34,Can Baró,5,52
2023,34,Can Baró,..,53
2023,34,Can Baró,6,54
2023,34,Can Baró,..,55
2023,34,Can Baró,..,57
2023,34,Can Baró,..,59
2023,34,Can Baró,7,60
2023,34,Can Baró,8,61
2023,34,Can Baró,8,62
2023,34,Can Baró,12,63
2023,34,Can Baró,7,64
2023,34,Can Baró,..,65
2023,34,Can Baró,5,66
2023,34,Can Baró,..,68
2023,34,Can Baró,..,69
2023,34,Can Baró,5,70
2023,34,Can Baró,..,71
2023,34,Can Baró,..,72
2023,34,Can Baró,..,73
2023,35,el Guinardó,16,1
2023,35,el Guinardó,18,2
2023,35,el Guinardó,19,3
2023,35,el Guinardó,18,4
2023,35,el Guinardó,26,5
2023,35,el Guinardó,54,6
2023,35,el Guinardó,39,7
2023,35,el Guinardó,17,8
2023,35,el Guinardó,27,9
2023,35,el Guinardó,11,10
2023,35,el Guinardó,22,11
2023,35,el Guinardó,11,13
2023,35,el Guinardó,8,14
2023,35,el Guinardó,12,15
2023,35,el Guinardó,16,16
2023,35,el Guinardó,10,17
2023,35,el Guinardó,24,18
2023,35,el Guinardó,22,19
2023,35,el Guinardó,6,20
2023,35,el Guinardó,..,21
2023,35,el Guinardó,..,22
2023,35,el Guinardó,..,23
2023,35,el Guinardó,..,24
2023,35,el Guinardó,5,25
2023,35,el Guinardó,17,26
2023,35,el Guinardó,28,27
2023,35,el Guinardó,10,28
2023,35,el Guinardó,7,29
2023,35,el Guinardó,11,30
2023,35,el Guinardó,38,31
2023,35,el Guinardó,38,32
2023,35,el Guinardó,93,33
2023,35,el Guinardó,20,34
2023,35,el Guinardó,462,35
2023,35,el Guinardó,48,36
